Idade,Score,Limite_Credito,Inadimplente,Cidade,Emprego,Renda_Mensal
51,300,3786,1,Rio de Janeiro,Estudante,1252
38,763,9479,0,Porto Alegre,Autônomo,5874
64,727,6502,0,Porto Alegre,Desempregado,1101
66,697,5444,0,Fortaleza,Desempregado,629
66,524,4543,0,Salvador,Estudante,1598
45,488,5562,0,Salvador,Estudante,223
59,663,6893,0,São Paulo,Autônomo,5880
66,535,3992,1,Belo Horizonte,Autônomo,4125
30,708,8924,0,São Paulo,Estudante,838
26,336,3728,1,Porto Alegre,Empresário,10819
35,441,5229,1,Fortaleza,Estudante,1136
53,801,7753,0,Porto Alegre,Empresário,10951
54,637,6879,0,Salvador,Empresário,10047
51,791,9739,0,Rio de Janeiro,Estudante,487
38,747,8570,0,Porto Alegre,Empresário,9931
55,583,6385,0,Belo Horizonte,Desempregado,-162
47,474,5799,0,Fortaleza,Desempregado,1051
31,593,6255,1,Porto Alegre,Autônomo,5812
53,463,5637,0,São Paulo,Estudante,1905
67,465,5593,1,Porto Alegre,Desempregado,1134
63,482,5463,1,Fortaleza,Estudante,915
56,741,8931,0,Salvador,Assalariado,3712
27,516,6441,1,Fortaleza,Empresário,9435
56,848,8762,0,São Paulo,Empresário,9013
32,476,4177,0,Rio de Janeiro,Estudante,1105
69,734,6174,0,Fortaleza,Estudante,523
35,467,4215,0,São Paulo,Assalariado,3712
44,818,6899,0,Salvador,Autônomo,4650
34,672,5398,1,Salvador,Assalariado,3563
69,464,5251,0,São Paulo,Empresário,10595
18,586,4170,1,Fortaleza,Autônomo,5734
64,805,9627,0,Porto Alegre,Empresário,9528
21,831,6376,0,São Paulo,Assalariado,2105
38,549,6536,1,São Paulo,Assalariado,2189
39,536,5767,1,Fortaleza,Estudante,431
57,325,2859,1,Salvador,Estudante,1024
58,529,6164,0,Belo Horizonte,Estudante,397
27,459,2679,0,Belo Horizonte,Desempregado,1038
39,808,7816,0,Porto Alegre,Autônomo,5410
27,379,5272,0,Rio de Janeiro,Estudante,1681
35,622,4787,0,Porto Alegre,Empresário,10410
18,767,7236,0,Fortaleza,Assalariado,2722
37,849,10273,0,Rio de Janeiro,Desempregado,1239
62,620,6074,0,São Paulo,Autônomo,4181
63,662,6438,0,Fortaleza,Autônomo,4910
68,617,7656,0,Porto Alegre,Autônomo,4633
49,370,2297,0,Belo Horizonte,Estudante,311
58,581,4248,0,Salvador,Empresário,9832
23,435,3174,0,São Paulo,Estudante,1831
44,752,6831,0,Porto Alegre,Desempregado,1137
21,365,3377,1,Fortaleza,Estudante,646
42,507,3185,1,Salvador,Desempregado,1422
69,482,6255,0,Rio de Janeiro,Estudante,1488
54,801,7973,0,São Paulo,Empresário,9328
32,715,6304,1,Belo Horizonte,Estudante,606
28,328,3507,1,Rio de Janeiro,Assalariado,2239
19,816,8090,0,Fortaleza,Estudante,168
37,664,6876,0,Salvador,Autônomo,5554
65,437,5411,0,São Paulo,Assalariado,2188
28,321,5073,1,Fortaleza,Estudante,1553
69,611,7545,0,Fortaleza,Estudante,147
25,366,4233,0,Porto Alegre,Estudante,646
68,606,7101,1,Rio de Janeiro,Empresário,9365
37,635,4891,1,São Paulo,Assalariado,3024
60,616,6294,1,Porto Alegre,Empresário,10605
56,786,6017,0,Fortaleza,Desempregado,786
22,339,4387,1,Belo Horizonte,Desempregado,644
59,366,5410,1,Salvador,Estudante,992
33,500,5550,0,Porto Alegre,Estudante,993
62,624,5604,1,Fortaleza,Autônomo,5005
37,572,4339,0,Rio de Janeiro,Empresário,10245
24,704,8087,0,Belo Horizonte,Autônomo,4761
24,626,4895,0,Rio de Janeiro,Assalariado,2706
36,306,1381,1,Salvador,Assalariado,3192
24,581,3859,1,Porto Alegre,Desempregado,285
54,838,8148,0,Salvador,Assalariado,2981
18,602,6710,1,Fortaleza,Assalariado,2648
60,642,6699,0,Belo Horizonte,Empresário,9029
37,312,3592,0,Rio de Janeiro,Autônomo,5087
21,758,8293,0,Rio de Janeiro,Estudante,1682
18,406,3488,0,Porto Alegre,Autônomo,4256
46,410,4674,0,Belo Horizonte,Autônomo,5862
65,714,7037,0,São Paulo,Empresário,10918
62,819,9400,0,Belo Horizonte,Estudante,1032
69,744,9253,1,Fortaleza,Estudante,1920
69,824,8488,0,Fortaleza,Desempregado,707
65,435,6221,0,Salvador,Assalariado,2054
51,349,4266,1,Porto Alegre,Autônomo,4257
33,696,5713,1,São Paulo,Assalariado,3963
41,456,3954,0,Rio de Janeiro,Autônomo,4630
31,618,7826,0,Belo Horizonte,Estudante,67
51,782,7089,0,Porto Alegre,Assalariado,3877
26,647,7943,0,Belo Horizonte,Estudante,1613
53,461,5779,1,Porto Alegre,Empresário,9913
66,633,4816,1,Belo Horizonte,Assalariado,3898
56,474,3212,0,Porto Alegre,Desempregado,1039
33,302,4262,1,São Paulo,Assalariado,3920
31,771,7903,0,Porto Alegre,Estudante,1555
53,514,6624,1,Porto Alegre,Estudante,1165
67,814,8130,0,Belo Horizonte,Autônomo,4932
59,405,2147,0,Salvador,Assalariado,3509
67,715,5481,0,Fortaleza,Estudante,1423
57,803,6198,0,Rio de Janeiro,Estudante,957
18,806,8304,0,Salvador,Desempregado,777
66,738,8729,0,Fortaleza,Desempregado,395
23,795,9024,0,São Paulo,Empresário,10326
28,410,2115,0,São Paulo,Desempregado,1432
29,379,5491,0,Rio de Janeiro,Desempregado,1292
30,649,7824,0,Fortaleza,Autônomo,5953
63,794,9052,0,Rio de Janeiro,Desempregado,-389
46,612,6281,0,Rio de Janeiro,Autônomo,5403
69,749,6555,1,Rio de Janeiro,Autônomo,5253
27,758,5697,1,Salvador,Autônomo,4286
21,683,7306,0,São Paulo,Assalariado,2699
38,694,5904,0,Fortaleza,Assalariado,3182
58,488,4363,1,Belo Horizonte,Desempregado,-269
29,532,4853,1,Rio de Janeiro,Estudante,1217
19,516,6730,0,Rio de Janeiro,Autônomo,5960
67,479,5479,1,São Paulo,Desempregado,426
46,355,3331,0,Salvador,Desempregado,1058
18,334,1576,1,Fortaleza,Estudante,160
31,503,4576,0,São Paulo,Estudante,1997
50,580,7090,1,Salvador,Estudante,465
59,828,9601,0,Salvador,Empresário,9426
45,733,6553,0,Porto Alegre,Autônomo,4231
51,842,9019,0,Rio de Janeiro,Autônomo,4000
67,625,5556,0,São Paulo,Autônomo,4343
45,763,6035,0,São Paulo,Empresário,9210
40,554,5300,0,Belo Horizonte,Assalariado,2839
21,618,5589,0,Salvador,Assalariado,3412
35,753,6623,0,Rio de Janeiro,Autônomo,4575
63,421,6172,0,São Paulo,Assalariado,3207
35,489,5172,0,Porto Alegre,Estudante,1766
35,822,6233,0,São Paulo,Assalariado,3008
31,610,7250,0,São Paulo,Assalariado,2251
19,631,7467,0,Porto Alegre,Desempregado,-460
63,547,7392,0,Salvador,Assalariado,3432
26,512,6773,0,São Paulo,Estudante,1119
55,792,9156,0,Porto Alegre,Assalariado,3214
49,776,5969,0,Fortaleza,Assalariado,3110
24,677,8364,1,Belo Horizonte,Assalariado,2572
65,734,8529,0,Fortaleza,Estudante,1055
66,802,6990,0,Salvador,Empresário,10157
20,582,5223,0,Rio de Janeiro,Desempregado,369
40,585,3902,0,São Paulo,Assalariado,2929
37,685,8769,1,Rio de Janeiro,Empresário,9055
64,820,7636,0,Porto Alegre,Assalariado,3110
36,338,3287,1,Belo Horizonte,Autônomo,4469
45,369,3978,1,Porto Alegre,Autônomo,5006
64,645,6155,0,São Paulo,Assalariado,2924
24,755,8945,0,Porto Alegre,Autônomo,4000
63,339,3808,0,Porto Alegre,Assalariado,2210
56,413,5333,0,São Paulo,Empresário,10992
22,846,8316,0,Fortaleza,Empresário,9195
56,313,2033,1,Fortaleza,Assalariado,3838
32,399,2590,0,Rio de Janeiro,Estudante,1007
46,401,3137,0,Rio de Janeiro,Estudante,1626
56,413,4428,0,Rio de Janeiro,Autônomo,5027
63,572,3889,0,Porto Alegre,Desempregado,1248
66,748,7150,0,Fortaleza,Estudante,77
39,708,8418,0,Porto Alegre,Assalariado,3713
34,605,7385,0,Belo Horizonte,Empresário,9744
48,363,3393,1,São Paulo,Empresário,10673
62,632,7843,0,São Paulo,Empresário,10325
60,501,6984,0,Belo Horizonte,Assalariado,2683
55,629,4336,0,São Paulo,Autônomo,5897
21,360,1618,0,Salvador,Autônomo,4414
69,820,8151,0,Rio de Janeiro,Autônomo,4942
63,355,3183,0,Fortaleza,Assalariado,2457
54,622,7502,0,Rio de Janeiro,Assalariado,3937
59,424,4615,0,São Paulo,Assalariado,3915
59,789,6855,0,Belo Horizonte,Estudante,882
60,646,7881,0,Rio de Janeiro,Desempregado,1247
30,412,2952,1,Fortaleza,Empresário,10402
35,566,3901,0,Belo Horizonte,Autônomo,5122
36,681,8579,0,Belo Horizonte,Assalariado,2157
31,573,6801,1,Salvador,Desempregado,923
60,491,5204,1,Salvador,Empresário,10051
26,306,3149,1,Fortaleza,Estudante,1420
51,837,9296,0,São Paulo,Desempregado,627
45,450,6129,0,Fortaleza,Desempregado,-97
68,555,5230,0,Rio de Janeiro,Autônomo,4236
25,501,3941,0,Salvador,Empresário,10109
35,635,8296,0,Rio de Janeiro,Desempregado,231
63,407,5204,0,São Paulo,Estudante,42
20,591,6043,0,Rio de Janeiro,Estudante,71
56,434,3115,0,Fortaleza,Estudante,975
54,819,9072,0,Fortaleza,Desempregado,935
19,519,5108,0,Porto Alegre,Assalariado,3581
30,661,6526,0,Salvador,Desempregado,-463
57,616,5269,1,Salvador,Autônomo,4615
26,497,6238,0,Porto Alegre,Empresário,10859
24,687,6506,1,São Paulo,Empresário,10156
33,464,5894,0,Porto Alegre,Estudante,141
49,459,5567,0,Belo Horizonte,Empresário,10584
53,554,6514,0,Belo Horizonte,Empresário,9506
28,755,6172,0,Salvador,Estudante,1179
46,747,7202,0,Porto Alegre,Assalariado,3691
25,424,6062,0,Belo Horizonte,Empresário,10399
48,599,6285,0,São Paulo,Desempregado,564
34,341,2525,0,Fortaleza,Assalariado,2714
35,752,8468,0,Rio de Janeiro,Desempregado,-350
37,382,2338,0,Fortaleza,Autônomo,4642
33,480,4018,1,Fortaleza,Desempregado,1226
43,654,6700,0,São Paulo,Empresário,9593
39,618,7972,0,Porto Alegre,Desempregado,-454
54,461,3501,0,Rio de Janeiro,Desempregado,979
19,480,6204,0,São Paulo,Assalariado,2714
32,507,4650,0,Salvador,Empresário,9394
23,749,6401,0,Fortaleza,Empresário,10136
29,842,9271,1,São Paulo,Assalariado,2737
34,408,3027,1,Porto Alegre,Desempregado,1462
25,327,3880,0,Porto Alegre,Desempregado,-214
50,706,8574,0,Salvador,Desempregado,1108
43,844,7079,0,Belo Horizonte,Desempregado,136
28,421,3602,1,Salvador,Assalariado,2564
63,544,6390,1,São Paulo,Empresário,9348
63,648,7577,0,São Paulo,Estudante,970
58,724,8100,0,Porto Alegre,Estudante,289
26,704,8235,0,Belo Horizonte,Estudante,598
41,411,6071,0,Salvador,Autônomo,4742
57,397,5925,1,Porto Alegre,Assalariado,2954
37,421,2515,0,Salvador,Assalariado,3415
24,736,7103,0,Fortaleza,Empresário,9298
19,333,2603,1,São Paulo,Estudante,1973
46,514,4994,1,Rio de Janeiro,Empresário,9440
26,468,6407,1,Belo Horizonte,Desempregado,1016
45,775,7333,0,São Paulo,Autônomo,4353
38,500,3515,0,São Paulo,Empresário,10442
64,828,8160,0,Belo Horizonte,Autônomo,5458
65,783,9194,0,Rio de Janeiro,Autônomo,5464
28,375,3448,0,São Paulo,Estudante,1398
47,841,9087,0,Salvador,Estudante,662
44,582,6890,0,São Paulo,Empresário,9428
35,538,4564,1,Porto Alegre,Empresário,10596
44,490,4938,0,Salvador,Autônomo,4049
27,681,6658,0,Salvador,Assalariado,2265
38,397,3938,1,Belo Horizonte,Estudante,1116
42,511,4952,0,Salvador,Empresário,9439
46,468,3983,0,Rio de Janeiro,Desempregado,377
44,335,4022,0,Rio de Janeiro,Desempregado,594
36,343,4796,0,Porto Alegre,Assalariado,3532
38,326,3827,0,Belo Horizonte,Desempregado,1452
54,735,6910,1,Fortaleza,Empresário,9016
36,544,4430,0,Salvador,Autônomo,4109
58,732,7291,0,Salvador,Assalariado,3780
37,607,7077,1,Belo Horizonte,Empresário,10145
69,832,6611,0,Salvador,Desempregado,826
59,425,5995,1,Rio de Janeiro,Assalariado,2782
57,733,6985,0,Porto Alegre,Assalariado,3154
50,773,9208,0,Fortaleza,Desempregado,1229
25,834,6976,0,Rio de Janeiro,Desempregado,-249
61,429,5645,0,Porto Alegre,Estudante,1211
64,709,6108,0,São Paulo,Estudante,338
38,846,7945,0,São Paulo,Desempregado,375
48,336,2843,0,Porto Alegre,Desempregado,1120
26,502,3740,0,São Paulo,Assalariado,2108
69,598,5956,0,Fortaleza,Assalariado,2006
18,486,3084,0,Porto Alegre,Assalariado,3830
68,452,4093,1,Porto Alegre,Desempregado,-1
27,486,4950,0,Belo Horizonte,Autônomo,4228
36,435,5234,1,Belo Horizonte,Desempregado,1195
28,762,6329,0,Rio de Janeiro,Empresário,9571
51,581,7352,0,Salvador,Desempregado,333
63,641,7901,0,Rio de Janeiro,Assalariado,3932
34,590,4918,1,Belo Horizonte,Autônomo,4568
37,638,4621,0,São Paulo,Desempregado,403
41,774,9597,0,Rio de Janeiro,Empresário,10301
50,444,5118,1,São Paulo,Empresário,10270
37,648,7124,0,Salvador,Desempregado,826
57,434,2473,0,Belo Horizonte,Empresário,10742
33,660,7024,1,Rio de Janeiro,Desempregado,619
43,847,9002,0,São Paulo,Empresário,10597
36,313,4124,1,Belo Horizonte,Assalariado,2003
46,528,3834,1,Salvador,Estudante,1810
67,446,6111,0,Belo Horizonte,Assalariado,2479
33,661,5818,0,Rio de Janeiro,Autônomo,4856
58,790,8038,0,Belo Horizonte,Empresário,9002
52,524,4923,0,Fortaleza,Empresário,10830
57,415,2921,1,Salvador,Assalariado,2960
21,379,3743,1,Salvador,Estudante,827
34,660,7524,0,Fortaleza,Desempregado,486
52,789,7401,0,Salvador,Assalariado,2374
47,736,8502,0,Fortaleza,Assalariado,2667
33,790,9870,0,Porto Alegre,Desempregado,1143
62,724,9166,0,Fortaleza,Assalariado,2660
21,366,4861,0,Salvador,Empresário,9187
65,473,6129,1,Belo Horizonte,Desempregado,718
31,849,9506,0,Fortaleza,Empresário,10006
49,720,6368,1,Salvador,Estudante,1830
31,474,5640,0,Porto Alegre,Autônomo,4649
30,645,8438,0,Belo Horizonte,Autônomo,5547
46,728,8434,0,Salvador,Estudante,1863
64,650,6042,0,Belo Horizonte,Estudante,1108
22,396,3249,1,Fortaleza,Desempregado,1311
32,529,5166,0,Salvador,Autônomo,4816
33,826,9108,0,Porto Alegre,Autônomo,4344
57,621,6781,1,Fortaleza,Estudante,1948
53,373,3345,0,Belo Horizonte,Assalariado,3718
59,605,5119,0,Porto Alegre,Desempregado,184
62,320,3827,0,Salvador,Desempregado,-333
46,344,4735,0,São Paulo,Estudante,1643
63,697,5364,0,São Paulo,Desempregado,258
51,347,3269,0,São Paulo,Autônomo,4231
35,736,8950,0,Belo Horizonte,Autônomo,5179
29,507,5995,0,Rio de Janeiro,Estudante,1053
61,648,7245,0,Belo Horizonte,Estudante,204
21,598,5700,0,Porto Alegre,Autônomo,5786
30,328,2204,1,Salvador,Desempregado,25
44,830,10240,0,Fortaleza,Autônomo,5772
33,473,5734,1,Porto Alegre,Desempregado,338
46,569,5593,0,Rio de Janeiro,Autônomo,5811
27,446,5247,0,Rio de Janeiro,Empresário,9631
21,830,9698,0,Salvador,Empresário,10235
52,797,7040,0,Porto Alegre,Assalariado,2897
39,835,10348,0,Fortaleza,Assalariado,2628
21,642,7964,0,Fortaleza,Assalariado,2973
65,375,5444,1,Porto Alegre,Desempregado,159
52,360,3291,1,Fortaleza,Desempregado,642
18,494,4731,1,Porto Alegre,Assalariado,2741
63,667,7040,1,Belo Horizonte,Empresário,9000
19,610,5411,1,São Paulo,Estudante,1082
64,812,9580,0,Salvador,Autônomo,4171
45,764,8076,0,Rio de Janeiro,Estudante,881
68,346,2690,0,São Paulo,Autônomo,5346
64,511,6102,0,Salvador,Estudante,1567
44,318,1240,1,Porto Alegre,Empresário,10038
40,680,8742,1,Porto Alegre,Estudante,365
69,711,6656,0,Belo Horizonte,Estudante,603
64,826,9859,0,Belo Horizonte,Assalariado,3863
50,532,3535,0,Salvador,Assalariado,3153
30,773,7228,0,São Paulo,Estudante,503
41,580,6700,0,Fortaleza,Autônomo,4110
69,424,5047,0,Porto Alegre,Autônomo,5203
25,769,8803,0,Fortaleza,Desempregado,-460
31,476,6337,0,Belo Horizonte,Autônomo,5446
30,382,5494,0,Porto Alegre,Autônomo,5423
47,833,7171,0,Rio de Janeiro,Estudante,1332
21,798,6766,0,Belo Horizonte,Assalariado,2483
22,692,7936,0,São Paulo,Autônomo,4299
42,467,4111,1,Rio de Janeiro,Desempregado,533
47,455,5583,0,Fortaleza,Empresário,9055
63,338,3135,0,Fortaleza,Estudante,1609
27,590,6787,0,Salvador,Assalariado,3571
33,552,6583,0,Belo Horizonte,Desempregado,357
44,417,5243,1,São Paulo,Assalariado,3972
64,780,9575,0,Belo Horizonte,Estudante,1171
22,786,9554,0,Fortaleza,Estudante,739
40,820,6269,0,São Paulo,Assalariado,2794
19,802,6089,0,Belo Horizonte,Estudante,39
50,522,3262,0,Porto Alegre,Autônomo,5002
21,423,2729,1,São Paulo,Autônomo,4161
36,491,5670,0,São Paulo,Autônomo,5424
59,814,8171,0,Rio de Janeiro,Estudante,26
28,639,5929,0,Salvador,Autônomo,4552
65,477,2955,0,Fortaleza,Desempregado,-496
20,464,4109,1,Porto Alegre,Autônomo,5216
49,703,8655,0,Salvador,Estudante,1053
55,774,8802,0,São Paulo,Estudante,1387
40,330,4166,1,Salvador,Assalariado,3982
47,848,7419,0,Belo Horizonte,Assalariado,3631
42,550,6917,0,São Paulo,Assalariado,2512
32,345,1539,1,Rio de Janeiro,Estudante,1451
69,308,1344,0,Belo Horizonte,Estudante,985
68,349,2303,0,Belo Horizonte,Empresário,9185
21,795,8030,0,Belo Horizonte,Autônomo,5141
20,787,6981,1,Salvador,Empresário,10435
65,665,7759,0,Porto Alegre,Assalariado,2250
58,547,6103,1,Belo Horizonte,Empresário,9965
48,614,6029,1,Porto Alegre,Desempregado,369
19,829,7177,0,Rio de Janeiro,Assalariado,3343
31,703,6881,0,Fortaleza,Estudante,899
44,519,3662,1,Porto Alegre,Autônomo,4051
56,604,4658,1,São Paulo,Estudante,763
18,759,7843,0,São Paulo,Assalariado,3689
18,735,6426,0,Porto Alegre,Estudante,874
40,643,6431,0,Fortaleza,Desempregado,-327
51,772,6463,0,Rio de Janeiro,Autônomo,5532
32,832,6457,1,Belo Horizonte,Desempregado,1244
26,444,5507,0,Salvador,Autônomo,5662
48,628,7409,0,Belo Horizonte,Estudante,634
20,456,3594,0,Porto Alegre,Autônomo,5348
21,575,4812,0,Fortaleza,Desempregado,532
19,419,4355,0,Belo Horizonte,Empresário,9575
53,423,4218,0,São Paulo,Assalariado,3804
60,776,8400,0,Belo Horizonte,Desempregado,1087
24,356,3084,0,Salvador,Desempregado,77
21,346,4805,1,São Paulo,Estudante,128
63,746,9167,1,Salvador,Assalariado,2975
69,503,3934,0,Porto Alegre,Autônomo,4400
22,697,6689,1,Rio de Janeiro,Empresário,10070
66,335,1806,0,Belo Horizonte,Desempregado,644
68,549,5860,0,Belo Horizonte,Assalariado,2392
65,431,4670,0,Belo Horizonte,Empresário,9027
54,372,3289,0,Fortaleza,Assalariado,3212
48,679,8068,0,São Paulo,Assalariado,3951
53,710,8340,0,Belo Horizonte,Autônomo,5601
41,381,5285,1,Fortaleza,Desempregado,266
66,456,4391,0,Rio de Janeiro,Autônomo,5721
48,330,4300,1,São Paulo,Estudante,1290
57,357,3675,0,Porto Alegre,Empresário,9987
22,647,5288,0,Belo Horizonte,Autônomo,5360
56,832,7610,0,São Paulo,Empresário,10696
50,356,5035,1,Porto Alegre,Empresário,9438
49,819,9483,0,Salvador,Estudante,1752
28,707,5515,0,Salvador,Assalariado,3562
24,625,4324,0,São Paulo,Desempregado,-458
40,581,5785,0,Fortaleza,Empresário,9968
50,667,7680,0,Fortaleza,Desempregado,775
52,543,5075,0,Fortaleza,Estudante,103
26,543,6717,0,São Paulo,Empresário,10155
30,488,5566,1,Porto Alegre,Assalariado,3525
52,624,6748,0,Salvador,Estudante,536
62,644,6666,0,Porto Alegre,Desempregado,1176
60,459,3601,0,São Paulo,Empresário,9022
66,789,6566,0,São Paulo,Empresário,9504
44,521,5642,0,Fortaleza,Autônomo,5630
64,721,6684,0,Fortaleza,Estudante,491
21,680,4949,1,Fortaleza,Desempregado,233
35,685,5221,1,Fortaleza,Empresário,9998
24,743,7052,0,Rio de Janeiro,Desempregado,456
42,559,4498,0,Belo Horizonte,Autônomo,4454
20,628,5598,0,Salvador,Assalariado,3172
37,425,2353,1,Porto Alegre,Estudante,123
64,754,9172,0,Fortaleza,Desempregado,546
32,346,4743,1,Belo Horizonte,Assalariado,3998
35,823,6363,0,São Paulo,Assalariado,2946
53,593,4792,0,Belo Horizonte,Desempregado,715
22,415,5692,1,São Paulo,Autônomo,5059
35,381,2230,1,Rio de Janeiro,Autônomo,4033
55,759,7805,0,São Paulo,Empresário,9150
18,618,4226,0,Belo Horizonte,Estudante,1378
33,421,5372,0,Fortaleza,Estudante,400
24,311,2886,0,Fortaleza,Desempregado,434
22,790,7518,0,Rio de Janeiro,Assalariado,3112
48,485,5489,1,Porto Alegre,Empresário,9748
34,379,4813,0,Belo Horizonte,Estudante,783
55,801,7490,0,Fortaleza,Estudante,889
23,843,8967,0,Rio de Janeiro,Autônomo,4455
39,802,9062,0,Fortaleza,Assalariado,3183
51,449,3632,0,Belo Horizonte,Assalariado,3215
53,445,5539,0,Porto Alegre,Empresário,9497
48,461,5642,0,Rio de Janeiro,Desempregado,1453
44,361,2526,1,Belo Horizonte,Assalariado,2523
24,648,6003,0,Belo Horizonte,Empresário,10538
65,415,5388,0,São Paulo,Desempregado,-100
55,301,1215,1,São Paulo,Estudante,511
21,344,3715,0,Fortaleza,Estudante,1707
56,666,8368,1,Salvador,Desempregado,-215
30,678,7236,0,Belo Horizonte,Autônomo,4790
30,771,8459,0,Belo Horizonte,Autônomo,5205
30,589,7622,0,Porto Alegre,Autônomo,4890
46,628,7710,1,Porto Alegre,Desempregado,1177
61,720,6326,0,São Paulo,Empresário,10157
22,380,4679,0,Fortaleza,Autônomo,5920
35,328,3264,0,Fortaleza,Assalariado,3797
29,784,5970,0,Belo Horizonte,Desempregado,716
57,763,9428,0,Fortaleza,Desempregado,-196
33,511,3831,0,Rio de Janeiro,Autônomo,4613
31,791,9522,0,Porto Alegre,Estudante,83
24,660,5192,0,Fortaleza,Estudante,990
45,585,5170,1,Salvador,Estudante,900
52,822,7096,0,Porto Alegre,Empresário,9068
42,532,5911,1,Fortaleza,Assalariado,3148
20,637,5914,0,São Paulo,Empresário,10920
67,382,4930,1,Belo Horizonte,Desempregado,1446
45,480,4087,0,São Paulo,Autônomo,4758
66,476,4691,1,Rio de Janeiro,Empresário,10098
36,483,4469,1,Salvador,Autônomo,4018
43,712,8229,0,Salvador,Assalariado,2244
33,527,7184,1,Porto Alegre,Estudante,1084
52,743,6391,0,Belo Horizonte,Desempregado,-140
55,486,6794,0,Belo Horizonte,Empresário,9835
68,424,2686,1,Porto Alegre,Estudante,1002
67,308,1722,1,São Paulo,Assalariado,2068
61,339,5109,1,Belo Horizonte,Empresário,9284
27,304,4493,0,Salvador,Estudante,89
47,710,5206,0,Belo Horizonte,Assalariado,3748
45,495,4412,0,Salvador,Autônomo,5629
63,646,8253,0,Porto Alegre,Desempregado,836
26,347,5116,1,Rio de Janeiro,Empresário,10498
52,694,5119,0,Porto Alegre,Desempregado,-181
60,466,2734,1,Porto Alegre,Autônomo,4676
67,361,5176,1,São Paulo,Assalariado,3981
63,546,4470,0,Belo Horizonte,Empresário,9693
64,820,6859,0,Fortaleza,Autônomo,5774
34,751,7213,0,São Paulo,Autônomo,4609
47,536,7042,0,Salvador,Autônomo,5048
50,717,5742,0,São Paulo,Estudante,223
39,485,2884,0,São Paulo,Estudante,822
39,511,3701,0,São Paulo,Autônomo,5166
39,317,5166,1,Salvador,Autônomo,5047
29,325,3004,0,Fortaleza,Empresário,10715
60,689,5400,0,Belo Horizonte,Assalariado,3926
57,625,8197,0,Porto Alegre,Autônomo,5705
34,476,5924,0,Porto Alegre,Assalariado,3074
41,372,4673,0,Rio de Janeiro,Desempregado,1325
52,684,6924,1,Belo Horizonte,Assalariado,2859
27,814,9867,0,Salvador,Empresário,10303
52,719,7311,0,Rio de Janeiro,Autônomo,5882
52,442,4435,1,Salvador,Assalariado,3557
50,660,5336,1,São Paulo,Desempregado,1390
34,699,8765,0,Belo Horizonte,Estudante,1500
68,797,9283,0,Porto Alegre,Empresário,10394
