Subscription Date,Churn Date,Customer Segment,Churn Reason,Subscription Duration (days),Acquisition Channel,Call Minutes (monthly),Data Usage (MB monthly),Location
2023-01-28,2023-10-06,pré-pago,,251.0,Publicidade Tradicional,488,200,FL
2023-05-20,,pós-pago,,,Referência,67,3277,WA
2023-02-08,,pós-pago,,,Referência,224,3215,CA
2023-05-21,,pós-pago,,,Redes Sociais,23,3711,CA
2023-06-16,2024-04-12,pós-pago,Qualidade do Serviço,301.0,Busca Online,638,296,NY
2023-02-28,,pré-pago,,,Publicidade Tradicional,487,812,FL
2023-08-28,2024-02-05,pós-pago,Mudança para concorrente,161.0,Redes Sociais,513,1046,IL
2023-04-21,,pós-pago,,,Busca Online,519,4800,CA
2022-10-20,,pré-pago,,,Busca Online,280,2144,IL
2023-07-01,2024-01-31,pós-pago,,214.0,Busca Online,591,1580,IL
2022-10-25,,pré-pago,,,Redes Sociais,638,1169,IL
2023-01-01,,pré-pago,,,Redes Sociais,183,4300,TX
2023-06-23,,pré-pago,,,Redes Sociais,663,969,WA
2023-07-17,2024-02-07,pré-pago,Preço,205.0,Publicidade Tradicional,582,3430,IL
2023-03-03,,pós-pago,,,Busca Online,56,2758,TX
2022-09-08,2022-11-26,pós-pago,Preço,79.0,Busca Online,303,525,IL
2023-04-20,2023-05-17,pós-pago,Preço,27.0,Busca Online,176,2323,IL
2022-09-09,,pré-pago,,,Redes Sociais,883,1600,FL
2023-08-01,2024-03-21,pré-pago,Atendimento ao Cliente,233.0,Busca Online,855,666,CA
2023-06-29,,pós-pago,,,Redes Sociais,852,2735,IL
2023-08-04,,pós-pago,,,Publicidade Tradicional,341,4384,IL
2023-04-22,,pós-pago,,,Busca Online,123,2843,CA
2023-01-31,,pré-pago,,,Busca Online,107,475,TX
2023-05-15,,pós-pago,,,Publicidade Tradicional,767,4143,CA
2023-04-22,,pós-pago,,,Busca Online,108,3362,IL
2022-12-10,,pré-pago,,,Referência,596,4199,CA
2023-05-03,,pré-pago,,,Publicidade Tradicional,782,141,NY
2023-07-29,2024-04-29,pós-pago,Atendimento ao Cliente,275.0,Busca Online,813,1753,NY
2023-05-31,2023-11-25,pré-pago,Atendimento ao Cliente,178.0,Referência,286,4668,IL
2022-12-26,,pós-pago,,,Publicidade Tradicional,251,225,TX
2023-03-23,,pré-pago,,,Busca Online,220,4674,TX
2022-09-27,,pós-pago,,,Referência,959,421,WA
2023-04-07,,pré-pago,,,Publicidade Tradicional,189,1096,TX
2023-04-25,,pré-pago,,,Redes Sociais,744,2594,FL
2023-08-09,,pós-pago,,,Referência,723,4685,CA
2023-07-12,,pós-pago,,,Busca Online,425,4447,IL
2023-01-30,,pré-pago,,,Busca Online,796,4698,NY
2023-04-02,,pré-pago,,,Referência,50,2871,IL
2023-08-31,,pré-pago,,,Redes Sociais,918,1485,IL
2023-07-18,,pré-pago,,,Publicidade Tradicional,364,3148,WA
2022-10-19,,pré-pago,,,Redes Sociais,698,1778,WA
2023-02-15,,pré-pago,,,Redes Sociais,873,2586,TX
2022-09-04,,pré-pago,,,Redes Sociais,730,4643,FL
2023-02-19,,pós-pago,,,Publicidade Tradicional,261,4674,NY
2023-07-19,,pós-pago,,,Referência,473,1563,TX
2023-07-06,2024-01-06,pós-pago,,184.0,Busca Online,492,2733,CA
2023-07-14,,pré-pago,,,Publicidade Tradicional,508,1573,IL
2022-11-30,,pré-pago,,,Publicidade Tradicional,994,1936,TX
2023-05-29,,pré-pago,,,Publicidade Tradicional,968,1203,WA
2023-01-29,,pré-pago,,,Publicidade Tradicional,924,3452,WA
2023-01-02,,pós-pago,,,Redes Sociais,693,278,NY
2022-12-17,,pós-pago,,,Publicidade Tradicional,99,512,IL
2022-12-26,2023-09-25,pré-pago,Atendimento ao Cliente,273.0,Publicidade Tradicional,778,170,TX
2022-09-07,2023-03-14,pré-pago,,188.0,Redes Sociais,731,2882,NY
2023-07-25,,pós-pago,,,Publicidade Tradicional,362,4571,NY
2023-05-14,,pós-pago,,,Publicidade Tradicional,505,2270,WA
2023-02-27,,pré-pago,,,Redes Sociais,570,4602,NY
2022-11-05,,pós-pago,,,Referência,126,563,NY
2023-01-06,2023-10-21,pós-pago,Qualidade do Serviço,288.0,Busca Online,615,1290,IL
2022-09-02,,pós-pago,,,Referência,327,2826,IL
2022-12-21,,pré-pago,,,Publicidade Tradicional,713,3067,TX
2023-01-28,,pré-pago,,,Redes Sociais,469,3179,CA
2023-01-09,,pós-pago,,,Busca Online,434,4553,IL
2023-01-11,,pós-pago,,,Busca Online,452,3238,NY
2023-02-19,,pré-pago,,,Publicidade Tradicional,600,4382,TX
2023-06-07,,pré-pago,,,Redes Sociais,463,3027,CA
2022-12-08,,pré-pago,,,Publicidade Tradicional,341,889,IL
2022-10-05,2023-10-02,pré-pago,Preço,362.0,Publicidade Tradicional,486,1843,IL
2022-12-27,,pré-pago,,,Redes Sociais,448,2887,TX
2023-02-07,,pós-pago,,,Referência,554,3103,NY
2022-12-04,,pré-pago,,,Publicidade Tradicional,885,3606,FL
2023-07-20,,pós-pago,,,Busca Online,935,2450,FL
2022-10-03,2023-05-21,pré-pago,Mudança para concorrente,230.0,Referência,550,1557,TX
2023-07-09,,pré-pago,,,Busca Online,66,2755,WA
2022-12-06,,pré-pago,,,Busca Online,787,1355,FL
2022-11-02,,pós-pago,,,Busca Online,948,1097,WA
2023-01-21,,pré-pago,,,Publicidade Tradicional,893,4803,NY
2022-10-25,,pós-pago,,,Referência,141,3000,WA
2023-04-26,,pós-pago,,,Publicidade Tradicional,463,275,FL
2023-08-30,,pré-pago,,,Referência,640,2092,FL
2022-12-31,2023-11-04,pré-pago,Atendimento ao Cliente,308.0,Redes Sociais,458,1404,FL
2023-06-18,2024-06-16,pós-pago,Atendimento ao Cliente,364.0,Busca Online,702,2148,NY
2023-08-20,,pré-pago,,,Busca Online,519,4804,CA
2023-08-24,,pré-pago,,,Redes Sociais,723,3226,IL
2023-04-30,,pré-pago,,,Busca Online,575,1117,WA
2023-02-27,,pré-pago,,,Referência,380,3342,CA
2023-07-24,,pré-pago,,,Publicidade Tradicional,74,4579,TX
2022-11-17,,pós-pago,,,Publicidade Tradicional,44,3927,CA
2023-01-24,2023-05-11,pré-pago,Qualidade do Serviço,107.0,Redes Sociais,343,3004,TX
2023-01-23,,pós-pago,,,Busca Online,451,439,FL
2022-09-27,2023-01-10,pré-pago,Preço,105.0,Publicidade Tradicional,74,1399,TX
2022-11-18,,pós-pago,,,Busca Online,391,4814,IL
2023-03-30,,pré-pago,,,Redes Sociais,583,4046,IL
2022-11-28,,pré-pago,,,Referência,675,294,IL
2023-08-22,,pré-pago,,,Redes Sociais,327,3082,CA
2022-12-21,2023-01-05,pós-pago,Atendimento ao Cliente,15.0,Busca Online,347,3310,WA
2023-04-26,,pós-pago,,,Busca Online,63,1216,TX
2023-08-23,2024-04-17,pré-pago,Atendimento ao Cliente,238.0,Publicidade Tradicional,212,3223,WA
2023-06-23,,pré-pago,,,Publicidade Tradicional,701,721,NY
2023-05-04,,pós-pago,,,Referência,77,3500,FL
2023-03-10,,pré-pago,,,Publicidade Tradicional,549,1753,CA
2022-09-03,,pós-pago,,,Publicidade Tradicional,604,3992,NY
2023-03-06,,pós-pago,,,Publicidade Tradicional,109,142,CA
2023-01-19,,pós-pago,,,Busca Online,710,1634,FL
2022-10-08,,pré-pago,,,Redes Sociais,141,3353,FL
2023-07-04,2023-09-12,pré-pago,,70.0,Referência,321,3396,CA
2023-07-09,,pré-pago,,,Publicidade Tradicional,727,4633,TX
2023-07-14,,pós-pago,,,Publicidade Tradicional,162,4553,WA
2023-02-20,,pré-pago,,,Referência,720,762,WA
2022-09-24,,pós-pago,,,Publicidade Tradicional,677,1681,FL
2022-11-02,,pós-pago,,,Referência,292,1053,WA
2022-11-21,,pós-pago,,,Redes Sociais,201,4337,CA
2023-05-24,,pós-pago,,,Publicidade Tradicional,68,4486,FL
2023-04-07,,pré-pago,,,Referência,129,1160,CA
2022-11-04,2023-01-25,pré-pago,,82.0,Referência,602,4331,CA
2023-04-05,,pré-pago,,,Busca Online,143,1035,TX
2023-06-20,,pós-pago,,,Redes Sociais,290,393,TX
2023-06-30,,pós-pago,,,Redes Sociais,992,2185,FL
2022-09-07,,pré-pago,,,Busca Online,37,4814,TX
2023-08-29,,pré-pago,,,Referência,429,4632,IL
2022-12-01,,pós-pago,,,Redes Sociais,992,1975,NY
2023-08-19,,pós-pago,,,Busca Online,888,220,NY
2023-07-11,2023-11-29,pré-pago,Preço,141.0,Publicidade Tradicional,803,3698,WA
2022-10-31,,pós-pago,,,Referência,144,576,WA
2023-04-10,,pós-pago,,,Redes Sociais,116,4503,CA
2023-03-25,2023-06-09,pós-pago,,76.0,Referência,533,4411,CA
2023-06-04,,pós-pago,,,Publicidade Tradicional,949,183,WA
2023-03-08,,pré-pago,,,Publicidade Tradicional,798,2035,NY
2022-12-06,,pré-pago,,,Redes Sociais,456,1871,IL
2023-01-14,2023-07-17,pós-pago,Atendimento ao Cliente,184.0,Publicidade Tradicional,289,389,TX
2022-11-01,,pré-pago,,,Busca Online,845,3318,IL
2023-07-16,,pré-pago,,,Publicidade Tradicional,155,583,WA
2022-09-09,,pós-pago,,,Redes Sociais,897,2840,TX
2023-06-20,2024-04-08,pós-pago,Atendimento ao Cliente,293.0,Redes Sociais,614,3888,TX
2023-02-26,,pré-pago,,,Referência,768,3546,NY
2023-06-30,,pré-pago,,,Redes Sociais,884,4853,WA
2022-10-17,,pós-pago,,,Referência,556,3161,NY
2023-01-10,,pré-pago,,,Busca Online,287,2563,NY
2023-04-26,,pós-pago,,,Redes Sociais,888,816,TX
2023-04-14,,pré-pago,,,Referência,918,2690,IL
2023-01-05,2023-03-18,pré-pago,Preço,72.0,Referência,415,3041,FL
2023-07-04,2024-03-29,pré-pago,Preço,269.0,Referência,668,4379,TX
2023-07-18,,pré-pago,,,Referência,850,1917,FL
2023-03-21,,pré-pago,,,Referência,570,872,CA
2023-01-07,,pré-pago,,,Publicidade Tradicional,160,396,IL
2022-10-07,,pós-pago,,,Busca Online,235,1601,FL
2023-07-02,2023-10-23,pós-pago,Qualidade do Serviço,113.0,Publicidade Tradicional,384,4047,IL
2023-07-28,2024-04-27,pré-pago,Preço,274.0,Busca Online,646,3258,IL
2023-02-08,2023-11-14,pós-pago,Atendimento ao Cliente,279.0,Busca Online,141,3617,NY
2022-12-19,2023-05-18,pós-pago,Atendimento ao Cliente,150.0,Referência,21,3659,CA
2022-11-08,2023-05-11,pré-pago,Mudança para concorrente,184.0,Redes Sociais,312,3161,IL
2023-02-24,,pré-pago,,,Redes Sociais,33,2006,FL
2023-02-24,,pré-pago,,,Publicidade Tradicional,510,1989,NY
2023-07-18,,pré-pago,,,Publicidade Tradicional,499,477,NY
2023-08-30,,pré-pago,,,Referência,891,2662,NY
2023-07-27,2024-06-21,pós-pago,Atendimento ao Cliente,330.0,Referência,687,4596,IL
2023-07-25,,pré-pago,,,Busca Online,677,356,FL
2022-10-22,2023-06-21,pós-pago,Atendimento ao Cliente,242.0,Busca Online,36,3347,WA
2023-05-14,,pós-pago,,,Referência,197,2115,TX
2023-05-31,2024-03-23,pós-pago,Atendimento ao Cliente,297.0,Redes Sociais,382,355,NY
2023-04-16,,pré-pago,,,Publicidade Tradicional,848,2009,TX
2023-08-20,2023-11-08,pré-pago,Mudança para concorrente,80.0,Redes Sociais,996,4894,FL
2023-06-20,,pós-pago,,,Busca Online,765,3176,WA
2023-02-16,,pós-pago,,,Busca Online,380,4101,IL
2023-08-21,,pré-pago,,,Publicidade Tradicional,396,1670,FL
2023-07-25,2024-04-25,pré-pago,Mudança para concorrente,275.0,Publicidade Tradicional,274,4079,NY
2023-05-29,,pós-pago,,,Busca Online,897,4594,TX
2022-12-13,,pós-pago,,,Publicidade Tradicional,422,1851,NY
2023-02-04,,pré-pago,,,Referência,885,2918,NY
2023-07-06,,pós-pago,,,Busca Online,259,3218,IL
2023-02-09,2023-05-26,pré-pago,Atendimento ao Cliente,106.0,Referência,734,2376,IL
2023-03-16,,pós-pago,,,Redes Sociais,608,4898,TX
2023-02-09,,pós-pago,,,Redes Sociais,277,2600,FL
2023-08-02,,pós-pago,,,Busca Online,172,436,WA
2023-04-06,,pós-pago,,,Redes Sociais,386,2531,NY
2023-04-30,,pós-pago,,,Publicidade Tradicional,995,434,WA
2023-06-25,,pós-pago,,,Busca Online,969,1836,TX
2023-01-20,,pós-pago,,,Referência,807,3033,NY
2023-03-07,,pré-pago,,,Busca Online,709,1756,TX
2023-01-25,,pré-pago,,,Publicidade Tradicional,468,2747,IL
2023-04-28,,pré-pago,,,Referência,347,4697,CA
2023-08-11,,pré-pago,,,Publicidade Tradicional,497,670,WA
2023-01-02,2023-02-14,pós-pago,Mudança para concorrente,43.0,Busca Online,56,220,NY
2023-01-15,,pós-pago,,,Busca Online,270,2976,WA
2023-01-10,,pré-pago,,,Referência,376,230,CA
2022-10-22,,pré-pago,,,Publicidade Tradicional,865,2353,FL
2023-01-10,,pré-pago,,,Busca Online,388,1806,IL
2023-04-24,,pré-pago,,,Busca Online,992,2669,TX
2022-11-17,,pré-pago,,,Redes Sociais,27,3429,WA
2023-04-17,,pré-pago,,,Referência,974,2789,CA
2022-12-02,2023-04-19,pré-pago,Mudança para concorrente,138.0,Busca Online,844,4624,IL
2023-04-07,,pré-pago,,,Busca Online,23,542,NY
2023-07-09,2023-12-04,pós-pago,Preço,148.0,Redes Sociais,125,2573,TX
2022-11-06,,pré-pago,,,Publicidade Tradicional,956,1134,NY
2022-10-31,,pós-pago,,,Busca Online,290,766,CA
2022-11-03,,pós-pago,,,Referência,915,1079,NY
2022-11-04,,pós-pago,,,Referência,593,1741,WA
2022-12-25,,pós-pago,,,Busca Online,880,170,TX
2023-06-27,,pós-pago,,,Busca Online,794,2174,TX
2022-09-27,2023-02-17,pós-pago,Qualidade do Serviço,143.0,Referência,842,1500,CA
2023-07-15,,pré-pago,,,Referência,935,3078,WA
2022-10-27,,pós-pago,,,Busca Online,960,4490,IL
2023-05-06,,pré-pago,,,Referência,579,4237,CA
2023-03-14,,pós-pago,,,Publicidade Tradicional,234,2102,TX
2022-11-10,2023-08-22,pós-pago,Qualidade do Serviço,285.0,Busca Online,591,1189,IL
2023-04-30,,pós-pago,,,Referência,351,2448,WA
2022-12-11,,pós-pago,,,Redes Sociais,89,4790,WA
2023-07-21,,pós-pago,,,Busca Online,131,3311,FL
2023-04-25,,pré-pago,,,Busca Online,116,1210,NY
2023-07-12,,pós-pago,,,Referência,355,2208,IL
2022-09-17,,pós-pago,,,Publicidade Tradicional,214,324,NY
2023-04-05,,pré-pago,,,Redes Sociais,307,329,IL
2023-01-27,,pré-pago,,,Busca Online,93,2266,IL
2023-06-20,,pré-pago,,,Redes Sociais,253,135,IL
2022-12-22,,pós-pago,,,Referência,23,1720,CA
2023-04-27,,pós-pago,,,Busca Online,766,2367,IL
2022-11-04,,pós-pago,,,Busca Online,698,4064,TX
2022-11-25,,pós-pago,,,Publicidade Tradicional,657,1122,FL
2023-05-22,2023-09-05,pré-pago,Atendimento ao Cliente,106.0,Busca Online,535,2728,TX
2022-12-20,,pré-pago,,,Publicidade Tradicional,488,1085,NY
2022-11-12,,pré-pago,,,Redes Sociais,634,3527,TX
2023-05-10,,pré-pago,,,Publicidade Tradicional,878,3620,FL
2022-09-16,,pré-pago,,,Busca Online,622,2546,TX
2023-06-21,,pós-pago,,,Referência,613,1978,WA
2023-06-16,,pós-pago,,,Referência,690,4519,FL
2023-02-27,,pré-pago,,,Publicidade Tradicional,819,4243,CA
2023-03-08,,pré-pago,,,Redes Sociais,951,1815,FL
2022-10-10,,pós-pago,,,Busca Online,109,1616,TX
2022-11-18,,pós-pago,,,Busca Online,491,4754,CA
2023-03-05,,pós-pago,,,Referência,410,738,FL
2022-10-25,,pré-pago,,,Publicidade Tradicional,979,3976,IL
2023-02-22,,pré-pago,,,Redes Sociais,356,3219,NY
2022-10-20,,pós-pago,,,Referência,761,271,WA
2023-05-08,2024-01-09,pré-pago,,246.0,Busca Online,417,1981,TX
2023-04-30,,pré-pago,,,Referência,124,1823,CA
2022-12-03,2022-12-26,pós-pago,Mudança para concorrente,23.0,Redes Sociais,823,1246,CA
2022-10-10,2023-01-01,pós-pago,Preço,83.0,Referência,162,1027,NY
2023-04-16,,pré-pago,,,Publicidade Tradicional,607,155,IL
2023-04-27,,pré-pago,,,Redes Sociais,250,3019,WA
2023-06-20,,pré-pago,,,Busca Online,89,581,IL
2023-03-17,,pré-pago,,,Redes Sociais,486,669,IL
2023-03-06,,pré-pago,,,Redes Sociais,130,3746,CA
2022-11-10,,pós-pago,,,Referência,609,4548,IL
2022-10-19,,pós-pago,,,Referência,566,748,FL
2023-02-03,,pós-pago,,,Publicidade Tradicional,36,1508,TX
2022-09-14,,pré-pago,,,Busca Online,836,949,WA
2022-09-15,,pré-pago,,,Referência,593,3515,FL
2023-05-23,2024-05-10,pré-pago,Preço,353.0,Redes Sociais,694,3403,FL
2022-11-20,2023-10-26,pré-pago,,340.0,Redes Sociais,678,4562,CA
2022-10-18,,pós-pago,,,Publicidade Tradicional,222,433,NY
2022-09-07,,pós-pago,,,Redes Sociais,79,3997,WA
2022-12-05,,pós-pago,,,Busca Online,880,2045,IL
2022-09-05,,pré-pago,,,Redes Sociais,456,3997,WA
2023-01-07,,pós-pago,,,Busca Online,808,1835,NY
2023-03-31,,pós-pago,,,Publicidade Tradicional,886,4705,TX
2023-04-13,,pré-pago,,,Referência,940,2729,NY
2023-02-16,,pós-pago,,,Publicidade Tradicional,770,2170,NY
2023-04-23,,pré-pago,,,Publicidade Tradicional,722,1230,CA
2023-05-02,,pré-pago,,,Referência,884,567,CA
2023-07-25,,pré-pago,,,Publicidade Tradicional,527,1013,TX
2023-07-16,,pré-pago,,,Referência,473,4703,CA
2022-12-12,,pré-pago,,,Publicidade Tradicional,131,4997,CA
2023-02-23,,pré-pago,,,Redes Sociais,788,3078,IL
2023-01-14,,pós-pago,,,Redes Sociais,822,1732,FL
2022-11-05,2023-02-23,pós-pago,Atendimento ao Cliente,110.0,Redes Sociais,399,642,WA
2022-11-03,,pós-pago,,,Publicidade Tradicional,499,3175,WA
2023-03-09,,pré-pago,,,Referência,60,3857,IL
2022-11-13,,pré-pago,,,Publicidade Tradicional,296,435,WA
2023-06-14,,pré-pago,,,Busca Online,886,1567,NY
2023-01-23,,pré-pago,,,Busca Online,727,4894,FL
2022-12-28,,pré-pago,,,Busca Online,38,3304,FL
2023-03-26,,pré-pago,,,Redes Sociais,463,2517,FL
2022-11-11,,pré-pago,,,Redes Sociais,767,4984,NY
2023-06-03,,pré-pago,,,Publicidade Tradicional,730,4175,TX
2023-07-19,,pós-pago,,,Redes Sociais,768,1688,NY
2023-03-12,,pré-pago,,,Publicidade Tradicional,353,3980,NY
2022-12-23,,pós-pago,,,Referência,403,165,WA
2023-01-17,2023-03-26,pós-pago,,68.0,Redes Sociais,784,155,CA
2023-08-15,,pré-pago,,,Redes Sociais,766,191,CA
2023-05-07,,pré-pago,,,Referência,714,4110,IL
2023-05-05,,pós-pago,,,Publicidade Tradicional,538,2407,CA
2022-09-15,,pré-pago,,,Busca Online,994,3960,TX
2022-11-03,,pré-pago,,,Redes Sociais,194,4116,NY
2023-08-29,2024-06-25,pós-pago,Atendimento ao Cliente,301.0,Publicidade Tradicional,398,1433,NY
2022-09-22,,pré-pago,,,Busca Online,296,972,CA
2023-01-07,2023-07-28,pós-pago,Mudança para concorrente,202.0,Publicidade Tradicional,297,2455,NY
2022-11-14,,pré-pago,,,Referência,221,221,IL
2023-06-16,2023-08-31,pré-pago,Atendimento ao Cliente,76.0,Redes Sociais,123,4438,FL
2022-11-25,,pós-pago,,,Publicidade Tradicional,706,4258,NY
2023-03-20,,pós-pago,,,Referência,911,209,WA
2023-07-28,,pós-pago,,,Publicidade Tradicional,969,3658,TX
2023-04-13,,pós-pago,,,Busca Online,893,894,CA
2023-03-06,,pós-pago,,,Referência,981,2671,FL
2023-07-30,,pré-pago,,,Referência,855,1643,IL
2023-01-10,,pós-pago,,,Referência,43,697,CA
2022-11-05,2023-04-16,pós-pago,,162.0,Referência,547,3213,TX
2023-04-14,2023-05-20,pré-pago,Preço,36.0,Busca Online,851,2434,WA
2022-12-14,,pós-pago,,,Referência,304,3445,IL
2023-03-05,,pós-pago,,,Referência,340,1448,WA
2023-05-26,,pré-pago,,,Busca Online,802,2824,CA
2023-01-05,,pré-pago,,,Busca Online,314,4974,IL
2023-05-13,,pós-pago,,,Busca Online,482,1552,WA
2023-08-17,,pós-pago,,,Busca Online,678,2430,NY
2023-03-09,2023-03-22,pós-pago,,13.0,Busca Online,809,705,WA
2023-05-18,,pré-pago,,,Referência,146,3591,TX
2023-02-27,,pós-pago,,,Referência,868,960,NY
2022-12-01,,pós-pago,,,Redes Sociais,302,1507,NY
2023-07-11,2023-11-02,pré-pago,Mudança para concorrente,114.0,Publicidade Tradicional,625,1528,WA
2022-10-15,,pré-pago,,,Redes Sociais,960,2099,CA
2022-10-15,2022-12-31,pré-pago,Mudança para concorrente,77.0,Publicidade Tradicional,965,2550,NY
2022-09-29,,pós-pago,,,Redes Sociais,627,621,NY
2022-11-05,,pós-pago,,,Redes Sociais,245,4969,NY
2023-01-08,,pré-pago,,,Publicidade Tradicional,920,3387,IL
2022-09-03,2023-08-02,pós-pago,,333.0,Referência,46,1230,NY
2023-01-10,,pós-pago,,,Referência,948,2897,WA
2023-05-28,2024-01-10,pré-pago,Preço,227.0,Redes Sociais,630,4292,FL
2023-06-07,,pré-pago,,,Referência,61,3324,CA
2022-12-12,,pré-pago,,,Referência,476,3596,TX
2023-02-04,2023-02-27,pós-pago,Qualidade do Serviço,23.0,Redes Sociais,361,4480,WA
2023-05-17,,pós-pago,,,Referência,119,2167,IL
2023-03-22,,pós-pago,,,Redes Sociais,651,4393,FL
2023-06-26,,pós-pago,,,Publicidade Tradicional,203,4069,IL
2023-04-23,,pós-pago,,,Busca Online,232,2006,WA
2023-07-29,2024-06-16,pós-pago,Qualidade do Serviço,323.0,Publicidade Tradicional,871,100,FL
2023-08-19,,pós-pago,,,Busca Online,74,1844,WA
2023-07-15,,pré-pago,,,Referência,670,4188,TX
2023-04-25,,pós-pago,,,Busca Online,108,959,NY
2023-08-29,2023-11-10,pré-pago,Atendimento ao Cliente,73.0,Busca Online,235,2732,IL
2023-06-30,,pré-pago,,,Busca Online,896,1580,CA
2022-11-08,,pós-pago,,,Publicidade Tradicional,146,1361,IL
2023-08-13,,pós-pago,,,Referência,496,1338,TX
2023-06-13,2024-03-21,pré-pago,Qualidade do Serviço,282.0,Redes Sociais,599,3189,FL
2023-05-28,,pré-pago,,,Referência,998,2102,CA
2022-10-06,,pré-pago,,,Publicidade Tradicional,950,1157,NY
2023-02-20,,pós-pago,,,Redes Sociais,251,1769,IL
2023-03-11,,pós-pago,,,Referência,292,3696,NY
2023-08-19,,pós-pago,,,Publicidade Tradicional,588,1620,FL
2022-11-29,2023-08-01,pré-pago,Mudança para concorrente,245.0,Redes Sociais,212,4707,CA
2022-12-28,2023-06-21,pós-pago,Preço,175.0,Busca Online,600,2070,TX
2023-05-12,,pós-pago,,,Publicidade Tradicional,417,988,NY
2022-09-17,,pós-pago,,,Publicidade Tradicional,979,3099,CA
2023-05-30,,pós-pago,,,Busca Online,485,3196,FL
2023-03-07,,pós-pago,,,Referência,757,1169,FL
2022-10-28,,pré-pago,,,Redes Sociais,195,2901,FL
2023-08-31,,pré-pago,,,Busca Online,904,4880,FL
2022-11-29,,pós-pago,,,Publicidade Tradicional,245,182,CA
2023-06-06,,pré-pago,,,Referência,947,3002,WA
2023-08-30,,pós-pago,,,Redes Sociais,32,2243,WA
2022-12-29,,pré-pago,,,Redes Sociais,895,4964,FL
2023-01-10,,pós-pago,,,Redes Sociais,364,1701,CA
2023-05-20,,pré-pago,,,Busca Online,967,2853,IL
2022-11-05,,pós-pago,,,Referência,98,1751,IL
2022-09-19,,pré-pago,,,Redes Sociais,346,1376,FL
2023-02-07,,pré-pago,,,Publicidade Tradicional,651,1673,NY
2023-01-25,2023-12-24,pós-pago,Atendimento ao Cliente,333.0,Busca Online,418,1833,NY
2023-08-22,2023-12-01,pré-pago,Mudança para concorrente,101.0,Referência,372,1889,TX
2023-02-09,,pré-pago,,,Publicidade Tradicional,264,4491,FL
2023-01-10,,pré-pago,,,Publicidade Tradicional,668,3024,NY
2023-02-08,,pós-pago,,,Busca Online,306,1625,FL
2022-11-03,2023-01-25,pós-pago,Mudança para concorrente,83.0,Redes Sociais,579,3054,WA
2023-04-14,,pós-pago,,,Referência,669,2169,TX
2023-01-07,,pós-pago,,,Busca Online,98,4122,IL
2023-08-29,2024-08-19,pré-pago,Preço,356.0,Redes Sociais,206,326,CA
2022-10-23,,pós-pago,,,Busca Online,473,204,TX
2022-12-03,,pós-pago,,,Referência,229,4717,WA
2022-12-31,,pré-pago,,,Busca Online,206,275,TX
2023-06-04,,pré-pago,,,Busca Online,588,3467,TX
2023-02-04,,pré-pago,,,Busca Online,252,3577,TX
2022-11-05,2022-11-15,pré-pago,Qualidade do Serviço,10.0,Referência,315,1944,WA
2023-06-08,2023-06-29,pós-pago,Atendimento ao Cliente,21.0,Publicidade Tradicional,572,4489,CA
2023-06-02,,pós-pago,,,Redes Sociais,805,4763,TX
2023-04-07,,pós-pago,,,Referência,784,3027,IL
2023-05-16,,pós-pago,,,Busca Online,601,4145,NY
2023-03-10,2023-07-29,pós-pago,Atendimento ao Cliente,141.0,Publicidade Tradicional,448,1023,TX
2022-12-11,,pré-pago,,,Redes Sociais,440,3769,WA
